OCC_CODE,AREA_TITLE,A_MEDIAN
43-1011,Missouri,"97,950"
51-1011,Missouri,"130,190"
43-1011,Montana,"95,620"
51-1011,Montana,"127,770"
15-1299,Nevada,"66,660"
51-1011,Nevada,"162,540"
15-1299,New Jersey,"107,120"
43-1011,New Jersey,"109,160"
51-1011,New Jersey,"142,340"
43-1011,New Mexico,"97,560"
51-1011,New Mexico,"114,810"
11-2021,New York,"167,820"
11-2022,New York,"178,680"
11-2032,New York,"178,110"
13-1161,New York,"124,420"
15-1299,New York,"130,860"
15-2051,New York,"105,880"
27-3031,New York,"136,950"
43-1011,New York,"104,710"
51-1011,New York,"145,130"
13-1161,North Carolina,"65,070"
15-1299,North Carolina,"123,450"
27-3031,North Carolina,"88,150"
43-1011,North Carolina,"77,390"
51-1011,North Carolina,"137,680"
13-1161,Ohio,"74,400"
27-3031,Ohio,"81,520"
43-1011,Ohio,"98,470"
51-1011,Ohio,"137,910"
13-1161,Oklahoma,"78,050"
43-1011,Oklahoma,"91,370"
51-1011,Oklahoma,"125,760"
43-1011,Oregon,"100,190"
13-1161,Pennsylvania,"99,880"
15-2051,Pennsylvania,"104,410"
27-3031,Pennsylvania,"96,010"
43-1011,Pennsylvania,"113,090"
51-1011,Pennsylvania,"138,390"
13-1161,South Carolina,"99,560"
27-3031,South Carolina,"91,650"
43-1011,South Carolina,"94,420"
51-1011,South Carolina,"121,780"
43-1011,Tennessee,"79,680"
11-2021,Texas,"156,710"
11-2022,Texas,"135,670"
11-2032,Texas,"129,910"
13-1161,Texas,"80,370"
15-1299,Texas,"88,990"
15-2051,Texas,"98,880"
27-3031,Texas,"75,900"
41-4011,Texas,"105,010"
43-1011,Texas,"94,500"
51-1011,Texas,"138,040"
43-1011,Utah,"111,420"
51-1011,Utah,"134,780"
11-2021,Virginia,#
11-2032,Virginia,"163,480"
13-1161,Virginia,"92,650"
27-3031,Virginia,"73,790"
43-1011,Virginia,"102,940"
51-1011,Virginia,"143,690"
13-1161,Washington,"106,680"
41-4011,Washington,"163,690"
43-1011,Washington,"119,830"
51-1011,Washington,"143,300"
15-1299,West Virginia,"75,950"
43-1011,West Virginia,"95,720"
51-1011,West Virginia,"120,300"
15-1299,Wisconsin,"122,460"
27-3031,Wisconsin,"86,090"
41-9031,Wisconsin,"113,950"
43-1011,Wisconsin,"98,040"
51-1011,Wisconsin,"127,420"
51-1011,Wyoming,"135,220"
43-1011,Puerto Rico,"64,090"
51-1011,Alabama,"159,490"
51-1011,Alaska,"122,040"
51-1011,Arkansas,"121,220"
15-2051,California,"165,760"
27-3031,California,"171,110"
43-1011,California,"167,760"
51-1011,California,"147,470"
51-1011,Florida,"117,130"
51-1011,Hawaii,"132,950"
51-1011,Illinois,"122,500"
51-1011,Indiana,"122,080"
51-1011,Iowa,"117,790"
51-1011,Kentucky,"124,610"
51-1011,Louisiana,"117,600"
51-1011,Maryland,"126,960"
43-1011,Massachusetts,"126,570"
51-1011,Massachusetts,"124,130"
43-1011,Michigan,"129,230"
51-1011,Michigan,"134,600"
51-1011,Minnesota,"128,220"
51-1011,Mississippi,"125,530"
51-1011,Missouri,"127,550"
51-1011,New York,"152,670"
51-1011,North Carolina,"83,310"
51-1011,Ohio,"144,210"
51-1011,Oklahoma,"126,940"
51-1011,Pennsylvania,"117,430"
51-1011,South Carolina,"118,150"
15-1299,Texas,"117,830"
51-1011,Texas,"130,420"
51-1011,Utah,"133,360"
51-1011,Virginia,"137,490"
15-1299,West Virginia,"77,280"
51-1011,West Virginia,"120,300"
41-9031,Wisconsin,"112,960"
43-1011,Wisconsin,"98,040"
51-1011,Wisconsin,"126,430"
51-1011,Wyoming,"135,220"
51-1011,North Carolina,"138,450"
13-1161,California,"99,150"
41-4012,California,"65,320"
43-1011,California,"66,350"
11-2022,Texas,"87,720"
15-1299,Texas,"97,840"
51-1011,California,"124,640"
51-1011,California,"125,150"
51-1011,Arkansas,"116,070"
11-2022,California,"159,820"
11-2032,California,"161,310"
15-1299,California,*
43-1011,California,"124,520"
51-1011,California,*
43-1011,Florida,"154,670"
43-1011,Illinois,"82,020"
51-1011,Illinois,"123,400"
51-1011,Kansas,"96,760"
43-1011,Kentucky,"79,340"
43-1011,Louisiana,"57,300"
43-1011,Massachusetts,"103,750"
51-1011,Massachusetts,"118,260"
51-1011,Michigan,"122,520"
51-1011,Mississippi,"131,550"
13-1161,Missouri,"99,810"
13-1161,New Jersey,"82,280"
43-1011,New Jersey,"98,080"
51-1011,New Jersey,"128,050"
43-1011,New York,"135,050"
41-4012,North Carolina,"78,930"
43-1011,North Carolina,"65,340"
51-1011,North Carolina,"67,550"
17-3029,Ohio,"100,100"
41-4011,Ohio,"81,440"
41-4012,Ohio,*
43-1011,Ohio,"97,490"
51-1011,Ohio,"126,910"
13-1161,Oklahoma,"131,260"
43-1011,Oklahoma,"75,130"
15-2051,Pennsylvania,"125,390"
43-1011,Pennsylvania,"91,160"
51-1011,Pennsylvania,"119,930"
11-2021,Texas,"157,090"
11-2022,Texas,"152,270"
13-1161,Texas,"85,590"
15-1299,Texas,"78,890"
15-2051,Texas,"93,110"
43-1011,Texas,"100,510"
51-1011,Texas,"105,880"
43-1011,Alabama,"51,360"
51-1011,Alabama,"80,580"
43-1011,Arizona,"57,620"
51-1011,Arizona,"87,930"
43-1011,Arkansas,"56,980"
51-1011,Arkansas,"53,760"
43-1011,California,"112,030"
51-1011,California,*
43-1011,Connecticut,"75,430"
51-1011,Connecticut,"74,640"
43-1011,Florida,"66,360"
51-1011,Florida,"84,540"
51-1011,Georgia,"68,010"
51-1011,Illinois,"76,710"
51-1011,Indiana,"81,710"
43-1011,Kentucky,"53,170"
51-1011,Kentucky,"64,530"
43-1011,Louisiana,"55,140"
51-1011,Louisiana,"70,480"
51-1011,Massachusetts,"95,590"
43-1011,Mississippi,"54,430"
51-1011,Mississippi,"64,400"
51-1011,Missouri,"83,640"
51-1011,New Jersey,"100,020"
51-1011,New Mexico,"78,010"
51-1011,New York,"107,570"
43-1011,North Carolina,"77,890"
51-1011,North Carolina,"71,950"
51-1011,Ohio,"78,310"
51-1011,Oklahoma,"66,610"
51-1011,Pennsylvania,"81,660"
43-1011,South Carolina,"75,320"
51-1011,South Carolina,"76,170"
51-1011,Tennessee,"69,250"
15-1299,Texas,"83,860"
43-1011,Texas,"56,540"
51-1011,Texas,"70,600"
41-4012,Virginia,"59,370"
51-1011,Virginia,"76,330"
11-2021,Alabama,"106,810"
11-2022,Alabama,"107,340"
13-1161,Alabama,"55,930"
41-4012,Alabama,"63,890"
43-1011,Alabama,"59,570"
51-1011,Alabama,"69,460"
43-1011,Alaska,"73,850"
51-1011,Alaska,"69,100"
11-2021,Arizona,"144,680"
11-2022,Arizona,"127,080"
13-1161,Arizona,"58,850"
27-1024,Arizona,"75,860"
41-4012,Arizona,"72,040"
43-1011,Arizona,"63,730"
51-1011,Arizona,"86,010"
11-2022,Arkansas,"125,230"
13-1161,Arkansas,"34,560"
41-1012,Arkansas,"37,640"
41-4012,Arkansas,"57,500"
43-1011,Arkansas,"54,030"
51-1011,Arkansas,"67,430"
11-2021,California,"149,280"
11-2022,California,"158,700"
13-1161,California,"69,530"
15-1299,California,"100,590"
17-3029,California,"81,460"
27-1024,California,"66,440"
27-3031,California,"91,080"
41-1012,California,"75,530"
41-4011,California,"118,550"
41-4012,California,"80,880"
41-9031,California,"110,090"
43-1011,California,"74,550"
49-2021,California,"76,270"
51-1011,California,"75,620"
11-2022,Connecticut,"75,040"
13-1161,Connecticut,"49,400"
41-4012,Connecticut,"86,300"
43-1011,Connecticut,"75,310"
51-1011,Connecticut,"98,910"
13-1161,Delaware,"60,980"
41-1012,Delaware,"101,970"
41-4012,Delaware,"61,200"
43-1011,Delaware,"74,340"
51-1011,Delaware,"103,930"
11-2021,District of Columbia,"132,390"
13-1161,District of Columbia,"76,280"
43-1011,District of Columbia,"66,930"
11-2021,Florida,"100,120"
11-2022,Florida,"99,990"
13-1161,Florida,"66,940"
15-1299,Florida,"80,000"
27-1024,Florida,"60,770"
27-3031,Florida,"58,510"
41-1012,Florida,"70,630"
41-4011,Florida,"82,710"
41-4012,Florida,"62,130"
41-9031,Florida,"111,600"
43-1011,Florida,"64,020"
49-2021,Florida,"42,330"
51-1011,Florida,"68,510"
11-2021,Georgia,"137,040"
11-2022,Georgia,"135,510"
13-1161,Georgia,"46,390"
15-1299,Georgia,"74,740"
15-2051,Georgia,"57,870"
17-3029,Georgia,"42,940"
27-1024,Georgia,"46,740"
41-1012,Georgia,"69,110"
41-4012,Georgia,"59,480"
41-9031,Georgia,"93,370"
43-1011,Georgia,"74,970"
51-1011,Georgia,"69,530"
43-1011,Hawaii,"72,860"
51-1011,Hawaii,"59,220"
11-2022,Idaho,"106,330"
13-1161,Idaho,"44,750"
41-4012,Idaho,"67,560"
43-1011,Idaho,"60,570"
51-1011,Idaho,"60,990"
11-2021,Illinois,"129,000"
11-2022,Illinois,"151,340"
13-1161,Illinois,"62,080"
15-2051,Illinois,"92,400"
41-1012,Illinois,"85,430"
41-4012,Illinois,"64,910"
43-1011,Illinois,"73,270"
49-2021,Illinois,"59,660"
51-1011,Illinois,"80,740"
11-2021,Indiana,"124,650"
11-2022,Indiana,"113,010"
13-1161,Indiana,"65,340"
41-1012,Indiana,*
41-4011,Indiana,*
41-4012,Indiana,"76,780"
43-1011,Indiana,"63,310"
49-2021,Indiana,"54,680"
51-1011,Indiana,"72,110"
11-2021,Iowa,"141,200"
11-2022,Iowa,"130,660"
13-1161,Iowa,"63,660"
15-1299,Iowa,"76,920"
27-3031,Iowa,"60,880"
27-4011,Iowa,"61,510"
41-1012,Iowa,"66,300"
41-4012,Iowa,"57,480"
43-1011,Iowa,"58,790"
51-1011,Iowa,"66,990"
11-2022,Kansas,"113,370"
13-1161,Kansas,"44,210"
43-1011,Kansas,"60,560"
51-1011,Kansas,"63,410"
11-2021,Kentucky,"138,690"
11-2022,Kentucky,"78,990"
13-1161,Kentucky,"55,780"
27-1024,Kentucky,"58,020"
41-4012,Kentucky,"78,200"
43-1011,Kentucky,"61,360"
11-2021,Louisiana,"97,890"
11-2022,Louisiana,"133,870"
13-1161,Louisiana,"62,230"
15-1299,Louisiana,"71,170"
41-4012,Louisiana,"69,520"
43-1011,Louisiana,"60,430"
51-1011,Louisiana,"79,560"
13-1161,Maine,"58,840"
41-4012,Maine,"61,870"
43-1011,Maine,"66,470"
49-2021,Maine,"61,180"
51-1011,Maine,"116,990"
11-2021,Maryland,"140,120"
11-2022,Maryland,"132,800"
13-1161,Maryland,"59,840"
41-1012,Maryland,"91,420"
41-4011,Maryland,"50,160"
41-4012,Maryland,"58,660"
41-9031,Maryland,"110,240"
43-1011,Maryland,"57,680"
51-1011,Maryland,"92,120"
11-2021,Massachusetts,"169,990"
11-2022,Massachusetts,"180,060"
13-1161,Massachusetts,"67,590"
15-2051,Massachusetts,"93,090"
41-1012,Massachusetts,"114,560"
41-4012,Massachusetts,"72,410"
43-1011,Massachusetts,"80,560"
51-1011,Massachusetts,"70,760"
11-2021,Michigan,"69,490"
11-2022,Michigan,"111,930"
13-1131,Michigan,"45,160"
13-1161,Michigan,"58,990"
15-1299,Michigan,"51,920"
15-2051,Michigan,"57,710"
27-1024,Michigan,"63,360"
41-4012,Michigan,"73,650"
41-9031,Michigan,"93,260"
43-1011,Michigan,"64,830"
51-1011,Michigan,"73,990"
11-2021,Minnesota,"104,290"
11-2022,Minnesota,"122,450"
13-1161,Minnesota,"66,160"
41-1012,Minnesota,"85,560"
41-4012,Minnesota,"79,170"
43-1011,Minnesota,"75,210"
51-1011,Minnesota,"76,530"
13-1161,Mississippi,"57,790"
27-1024,Mississippi,"35,360"
41-1012,Mississippi,"107,100"
41-4012,Mississippi,"43,660"
43-1011,Mississippi,"57,290"
51-1011,Mississippi,"74,080"
11-2021,Missouri,"121,630"
13-1161,Missouri,"56,580"
15-1299,Missouri,"96,400"
41-1012,Missouri,"117,560"
41-4011,Missouri,"78,120"
41-4012,Missouri,"59,730"
43-1011,Missouri,"69,930"
51-1011,Missouri,"70,960"
41-4012,Montana,"49,070"
43-1011,Montana,"50,310"
51-1011,Montana,"79,550"
11-2021,Nebraska,"102,340"
11-2022,Nebraska,"155,870"
13-1161,Nebraska,"60,470"
15-1299,Nebraska,"68,280"
41-1012,Nebraska,"80,910"
41-4012,Nebraska,"63,590"
43-1011,Nebraska,"57,940"
51-1011,Nebraska,"72,350"
11-2021,Nevada,"85,990"
11-2022,Nevada,"136,850"
13-1161,Nevada,"53,940"
15-1299,Nevada,"80,160"
41-4011,Nevada,"136,220"
41-4012,Nevada,"61,980"
43-1011,Nevada,"66,860"
51-1011,Nevada,"74,350"
13-1161,New Hampshire,"50,770"
41-1012,New Hampshire,"90,000"
41-4012,New Hampshire,"69,230"
43-1011,New Hampshire,"73,070"
51-1011,New Hampshire,"124,990"
11-2021,New Jersey,"108,030"
11-2022,New Jersey,"136,430"
13-1161,New Jersey,"62,420"
15-1299,New Jersey,"120,020"
27-1024,New Jersey,"55,220"
41-1012,New Jersey,"65,970"
41-4012,New Jersey,"82,720"
41-9031,New Jersey,"102,820"
43-1011,New Jersey,"70,720"
49-2021,New Jersey,"47,290"
51-1011,New Jersey,"89,700"
11-2021,New Mexico,*
11-2022,New Mexico,"110,150"
13-1161,New Mexico,"52,520"
41-4011,New Mexico,"68,020"
41-4012,New Mexico,"25,130"
43-1011,New Mexico,"60,330"
51-1011,New Mexico,"63,280"
11-2021,New York,"133,750"
11-2022,New York,"174,540"
13-1161,New York,"65,130"
15-1299,New York,"60,240"
27-1024,New York,"75,070"
27-3031,New York,"62,400"
41-1012,New York,"115,000"
41-4011,New York,"60,770"
41-4012,New York,"97,350"
41-9031,New York,"118,200"
43-1011,New York,"73,960"
51-1011,New York,"77,620"
11-2021,North Carolina,"127,870"
11-2022,North Carolina,"123,570"
13-1161,North Carolina,"61,380"
15-1299,North Carolina,"85,410"
27-3031,North Carolina,"68,790"
41-1012,North Carolina,"84,740"
41-4011,North Carolina,"82,640"
41-4012,North Carolina,"54,330"
41-9031,North Carolina,"75,440"
43-1011,North Carolina,"63,200"
51-1011,North Carolina,"64,500"
51-1011,North Dakota,"65,350"
11-2021,Ohio,"122,510"
11-2022,Ohio,"113,170"
13-1161,Ohio,"63,650"
15-1299,Ohio,"89,990"
27-1024,Ohio,"59,170"
41-1012,Ohio,"81,130"
41-4011,Ohio,"83,340"
41-4012,Ohio,"62,310"
43-1011,Ohio,"60,600"
49-2021,Ohio,"45,440"
51-1011,Ohio,"73,310"
11-2022,Oklahoma,"175,740"
13-1161,Oklahoma,"39,990"
27-4011,Oklahoma,"50,740"
41-1012,Oklahoma,"88,820"
41-4011,Oklahoma,"46,660"
41-4012,Oklahoma,"64,940"
43-1011,Oklahoma,"62,100"
51-1011,Oklahoma,"60,200"
11-2021,Oregon,"119,450"
11-2022,Oregon,"121,640"
11-2032,Oregon,"103,090"
13-1161,Oregon,"58,830"
41-1012,Oregon,"68,200"
41-4012,Oregon,"61,690"
43-1011,Oregon,"73,070"
51-1011,Oregon,"82,290"
11-2021,Pennsylvania,"101,740"
11-2022,Pennsylvania,"110,770"
13-1161,Pennsylvania,"57,660"
15-2051,Pennsylvania,"78,510"
27-1024,Pennsylvania,"57,190"
27-3031,Pennsylvania,"47,010"
41-1012,Pennsylvania,"53,480"
41-4011,Pennsylvania,"62,180"
41-4012,Pennsylvania,"62,660"
41-9031,Pennsylvania,"60,010"
43-1011,Pennsylvania,"68,380"
49-2021,Pennsylvania,"97,590"
51-1011,Pennsylvania,"86,870"
13-1161,Rhode Island,"54,310"
41-4012,Rhode Island,"80,000"
43-1011,Rhode Island,"75,420"
11-2021,South Carolina,"117,600"
11-2022,South Carolina,"109,680"
13-1161,South Carolina,"63,140"
15-1299,South Carolina,"117,580"
27-3031,South Carolina,"38,160"
41-1012,South Carolina,"73,930"
41-4012,South Carolina,"67,300"
43-1011,South Carolina,"69,230"
51-1011,South Carolina,"101,450"
41-4012,South Dakota,"79,890"
11-2021,Tennessee,"106,200"
11-2022,Tennessee,"122,880"
13-1161,Tennessee,"74,340"
15-1299,Tennessee,"50,240"
41-1012,Tennessee,"82,330"
41-4011,Tennessee,"90,110"
41-4012,Tennessee,"66,170"
43-1011,Tennessee,"62,130"
51-1011,Tennessee,"104,810"
11-2021,Texas,"119,770"
11-2022,Texas,"123,850"
11-2032,Texas,"136,510"
13-1161,Texas,"63,350"
15-1299,Texas,"49,450"
15-2051,Texas,"78,830"
27-1024,Texas,"50,110"
27-3031,Texas,"47,170"
41-1012,Texas,"63,390"
41-3021,Texas,*
41-4011,Texas,"56,270"
41-4012,Texas,"63,890"
41-9031,Texas,"122,000"
43-1011,Texas,"61,340"
51-1011,Texas,"75,040"
11-2021,Utah,"98,070"
11-2022,Utah,"122,930"
13-1161,Utah,"55,690"
15-2051,Utah,"59,650"
27-1024,Utah,"65,640"
27-3031,Utah,"41,640"
41-1012,Utah,"75,710"
41-4011,Utah,"48,920"
41-4012,Utah,"90,030"
43-1011,Utah,"62,920"
51-1011,Utah,"84,810"
41-4012,Vermont,"75,690"
11-2021,Virginia,"143,540"
11-2022,Virginia,"155,360"
13-1161,Virginia,"65,180"
15-1299,Virginia,"60,180"
41-1012,Virginia,"87,630"
41-4012,Virginia,"85,130"
43-1011,Virginia,"68,760"
51-1011,Virginia,"70,720"
11-2021,Washington,"76,990"
11-2022,Washington,"111,220"
13-1161,Washington,"71,020"
15-1299,Washington,"76,150"
17-3029,Washington,"92,310"
41-1012,Washington,"106,380"
41-4011,Washington,"51,680"
41-4012,Washington,"109,600"
43-1011,Washington,"75,500"
49-2021,Washington,"60,510"
51-1011,Washington,"81,650"
13-1161,West Virginia,"40,430"
43-1011,West Virginia,"59,170"
11-2021,Wisconsin,"76,540"
11-2022,Wisconsin,"97,040"
13-1161,Wisconsin,"61,310"
15-1299,Wisconsin,"68,760"
41-1012,Wisconsin,"83,070"
41-4012,Wisconsin,"70,360"
41-9031,Wisconsin,"97,260"
43-1011,Wisconsin,"66,820"
51-1011,Wisconsin,"76,190"
43-1011,Wyoming,"56,850"
51-1011,Wyoming,"103,810"
43-1011,Guam,"41,600"
41-4012,Puerto Rico,"31,230"
43-1011,Puerto Rico,"43,580"
51-1011,Puerto Rico,"38,020"
13-1161,Alabama,"75,820"
43-1011,Alabama,"67,600"
43-1011,Alaska,"73,850"
11-2021,Arizona,"139,990"
11-2022,Arizona,"128,120"
13-1161,Arizona,"64,030"
27-1024,Arizona,"76,430"
41-4012,Arizona,"77,030"
43-1011,Arizona,"72,800"
13-1161,Arkansas,"27,420"
41-4012,Arkansas,"72,800"
43-1011,Arkansas,"74,590"
11-2021,California,"154,760"
11-2022,California,"159,010"
13-1161,California,"71,180"
43-1011,California,"76,720"
51-1011,California,"75,170"
11-2022,Connecticut,"135,760"
13-1161,Connecticut,"45,650"
43-1011,Connecticut,"74,610"
51-1011,Connecticut,"98,920"
13-1161,Delaware,"49,980"
43-1011,Delaware,"77,480"
13-1161,District of Columbia,"91,700"
11-2021,Florida,"128,320"
11-2022,Florida,"125,730"
13-1161,Florida,"71,190"
15-1299,Florida,"225,870"
27-3031,Florida,"67,630"
41-1012,Florida,"66,770"
41-4012,Florida,"79,990"
43-1011,Florida,"75,210"
51-1011,Florida,"80,410"
11-2021,Georgia,"149,980"
13-1161,Georgia,"55,210"
17-3029,Georgia,"42,930"
41-1012,Georgia,"57,000"
43-1011,Georgia,"73,120"
51-1011,Georgia,"74,320"
43-1011,Hawaii,"75,310"
13-1161,Idaho,"58,590"
41-4012,Idaho,"67,560"
43-1011,Idaho,"65,890"
11-2021,Illinois,"129,000"
11-2022,Illinois,"181,740"
13-1161,Illinois,"67,390"
41-4012,Illinois,"63,570"
43-1011,Illinois,"60,510"
11-2021,Indiana,"101,540"
11-2022,Indiana,"99,180"
13-1161,Indiana,"83,320"
41-4012,Indiana,"63,020"
43-1011,Indiana,"61,380"
11-2021,Iowa,"137,380"
13-1161,Iowa,"65,380"
41-4012,Iowa,"55,190"
43-1011,Iowa,"65,580"
13-1161,Kansas,"63,680"
43-1011,Kansas,"75,460"
11-2021,Kentucky,"139,240"
13-1161,Kentucky,"51,860"
27-1024,Kentucky,"58,020"
43-1011,Kentucky,"59,360"
13-1161,Louisiana,"60,850"
41-4012,Louisiana,"77,070"
43-1011,Louisiana,"53,110"
51-1011,Louisiana,"76,550"
51-1011,Maine,"116,990"
11-2021,Maryland,"125,090"
11-2022,Maryland,"88,900"
13-1161,Maryland,"46,670"
41-1012,Maryland,"138,830"
43-1011,Maryland,"69,210"
11-2021,Massachusetts,"170,490"
13-1161,Massachusetts,"80,260"
43-1011,Massachusetts,"82,740"
11-2022,Michigan,"93,790"
13-1131,Michigan,"45,160"
13-1161,Michigan,"60,790"
41-4012,Michigan,"68,230"
43-1011,Michigan,"75,590"
51-1011,Michigan,"79,350"
11-2021,Minnesota,"113,000"
11-2022,Minnesota,"154,810"
13-1161,Minnesota,"58,770"
41-1012,Minnesota,"85,560"
41-4012,Minnesota,"84,820"
43-1011,Minnesota,"63,730"
43-1011,Mississippi,"50,420"
11-2021,Missouri,"115,990"
13-1161,Missouri,"62,950"
43-1011,Missouri,"71,450"
41-4012,Montana,"55,360"
43-1011,Montana,"79,000"
41-4012,Nebraska,"52,760"
43-1011,Nebraska,"57,940"
11-2021,Nevada,"93,970"
11-2022,Nevada,"138,800"
13-1161,Nevada,"51,870"
41-4012,Nevada,"86,150"
43-1011,Nevada,"64,620"
13-1161,New Hampshire,"51,180"
43-1011,New Hampshire,"77,630"
11-2022,New Jersey,"87,720"
13-1161,New Jersey,"62,420"
27-1024,New Jersey,"55,220"
41-4012,New Jersey,"74,880"
43-1011,New Jersey,*
43-1011,New Mexico,"60,320"
11-2021,New York,"130,880"
11-2022,New York,#
13-1161,New York,"55,600"
41-1012,New York,"124,940"
41-4012,New York,"96,620"
43-1011,New York,"62,150"
51-1011,New York,"58,230"
11-2021,North Carolina,"120,180"
11-2022,North Carolina,"123,460"
13-1161,North Carolina,"63,670"
27-3031,North Carolina,"68,640"
41-1012,North Carolina,"75,220"
43-1011,North Carolina,"61,870"
11-2021,Ohio,"101,320"
11-2022,Ohio,"109,180"
13-1161,Ohio,"73,110"
41-1012,Ohio,"80,220"
41-4012,Ohio,*
43-1011,Ohio,"61,420"
13-1161,Oklahoma,"51,900"
41-4012,Oklahoma,"49,810"
43-1011,Oklahoma,"74,120"
51-1011,Oklahoma,"48,880"
11-2021,Oregon,"118,080"
11-2022,Oregon,"201,800"
13-1161,Oregon,"58,810"
43-1011,Oregon,"73,050"
11-2021,Pennsylvania,"107,900"
11-2022,Pennsylvania,"113,520"
13-1161,Pennsylvania,"54,300"
27-1024,Pennsylvania,"54,530"
43-1011,Pennsylvania,"60,270"
51-1011,Pennsylvania,"93,030"
43-1011,Rhode Island,"75,420"
11-2021,South Carolina,"121,400"
11-2022,South Carolina,"108,610"
13-1161,South Carolina,"69,010"
27-3031,South Carolina,"38,160"
41-4012,South Carolina,"78,790"
43-1011,South Carolina,"73,940"
11-2021,Tennessee,"102,970"
11-2022,Tennessee,"134,690"
13-1161,Tennessee,"64,160"
43-1011,Tennessee,"55,360"
11-2021,Texas,"130,810"
11-2022,Texas,"128,250"
11-2032,Texas,"134,270"
13-1161,Texas,"63,990"
15-1299,Texas,"92,420"
15-2051,Texas,"83,400"
27-3031,Texas,"27,780"
41-1012,Texas,"63,400"
41-4012,Texas,"39,220"
43-1011,Texas,"71,390"
51-1011,Texas,"85,110"
11-2021,Utah,"66,590"
11-2022,Utah,"103,450"
13-1161,Utah,"64,360"
43-1011,Utah,"60,110"
11-2021,Virginia,"139,470"
13-1161,Virginia,"66,080"
41-1012,Virginia,"95,830"
43-1011,Virginia,"66,600"
51-1011,Virginia,"62,960"
11-2021,Washington,"114,680"
11-2022,Washington,"127,640"
13-1161,Washington,"71,960"
15-1299,Washington,"74,090"
43-1011,Washington,"79,650"
11-2021,Wisconsin,"88,270"
11-2022,Wisconsin,"81,200"
13-1161,Wisconsin,"61,990"
41-1012,Wisconsin,"98,690"
41-4012,Wisconsin,"79,260"
43-1011,Wisconsin,"66,350"
43-1011,Guam,"51,410"
43-1011,Puerto Rico,"46,740"
13-1161,Alabama,"51,900"
43-1011,Alabama,"67,100"
11-2021,Arizona,"139,980"
11-2022,Arizona,"128,620"
13-1161,Arizona,"53,990"
41-4012,Arizona,"77,020"
43-1011,Arizona,"65,430"
13-1161,Arkansas,"27,420"
43-1011,Arkansas,"86,550"
11-2021,California,"149,470"
11-2022,California,"158,700"
13-1161,California,"59,920"
43-1011,California,"74,980"
51-1011,California,"75,170"
43-1011,Connecticut,"67,060"
51-1011,Connecticut,"99,930"
43-1011,Delaware,"78,110"
11-2021,Florida,"123,440"
11-2022,Florida,"128,930"
13-1161,Florida,"65,070"
27-3031,Florida,"67,630"
41-1012,Florida,"66,140"
41-4012,Florida,"79,990"
43-1011,Florida,"76,910"
51-1011,Florida,"80,970"
11-2021,Georgia,"149,990"
13-1161,Georgia,"52,180"
41-1012,Georgia,"62,770"
43-1011,Georgia,"58,970"
43-1011,Hawaii,"83,200"
13-1161,Idaho,"59,010"
41-4012,Idaho,"67,560"
43-1011,Idaho,"63,770"
11-2022,Illinois,"95,130"
13-1161,Illinois,"70,550"
41-4012,Illinois,"93,740"
43-1011,Illinois,"54,810"
11-2022,Indiana,"99,020"
13-1161,Indiana,"80,850"
41-4012,Indiana,"75,710"
43-1011,Indiana,"62,230"
43-1011,Iowa,"59,070"
13-1161,Kentucky,"51,310"
43-1011,Kentucky,"57,680"
43-1011,Louisiana,"47,390"
51-1011,Maine,"116,990"
11-2021,Maryland,"125,080"
11-2022,Maryland,"137,440"
13-1161,Maryland,"46,670"
41-1012,Maryland,"138,830"
43-1011,Maryland,"64,300"
13-1161,Massachusetts,"46,470"
43-1011,Massachusetts,"81,430"
11-2022,Michigan,"57,910"
13-1131,Michigan,"45,160"
13-1161,Michigan,"45,920"
43-1011,Michigan,"78,590"
13-1161,Minnesota,"54,300"
41-1012,Minnesota,"85,560"
41-4012,Minnesota,"79,180"
43-1011,Minnesota,"53,200"
43-1011,Mississippi,"42,490"
13-1161,Missouri,"56,570"
43-1011,Missouri,"66,380"
43-1011,Nebraska,"57,940"
11-2021,Nevada,"96,560"
11-2022,Nevada,"138,800"
41-4012,Nevada,"93,820"
43-1011,Nevada,"43,040"
13-1161,New Hampshire,"48,270"
